256	1000	0.00863795
256	1000	0.00868338
256	1000	0.00882142
256	1000	0.00871091
256	1000	0.00849736
512	1000	0.00862682
512	1000	0.00862423
512	1000	0.00869590
512	1000	0.00898538
512	1000	0.00899016
1024	1000	0.00888167
1024	1000	0.00878538
1024	1000	0.00853360
1024	1000	0.00900546
1024	1000	0.00852940
2048	1000	0.00889521
2048	1000	0.00876622
2048	1000	0.00866999
2048	1000	0.00856425
2048	1000	0.00854995
4096	1000	0.00859817
4096	1000	0.00886877
4096	1000	0.00845248
4096	1000	0.00886907
4096	1000	0.01209880
8192	1000	0.00887765
8192	1000	0.00882156
8192	1000	0.00877097
8192	1000	0.00867745
8192	1000	0.00907549
16384	1000	0.01019670
16384	1000	0.01031110
16384	1000	0.00976443
16384	1000	0.01023150
16384	1000	0.00983501
32768	1000	0.01246151
32768	1000	0.01224055
32768	1000	0.01223577
32768	1000	0.01236735
32768	1000	0.01223166
65536	1000	0.02287788
65536	1000	0.02273394
65536	1000	0.02278279
65536	1000	0.02294148
65536	1000	0.02295106
131072	1000	0.04079773
131072	1000	0.04070619
131072	1000	0.04070676
131072	1000	0.04068520
131072	1000	0.04074808
262144	1000	0.07519379
262144	1000	0.07520211
262144	1000	0.07511996
262144	1000	0.07521719
262144	1000	0.07520822
524288	1000	0.14278703
524288	1000	0.14278141
524288	1000	0.14279067
524288	1000	0.14275545
524288	1000	0.14279166
1048576	1000	0.28144566
1048576	1000	0.28152756
1048576	1000	0.28140154
1048576	1000	0.28143879
1048576	1000	0.28147633
2097152	1000	0.56016603
2097152	1000	0.56012067
2097152	1000	0.56008012
2097152	1000	0.56030562
2097152	1000	0.56003179
4194304	1000	1.10728448
4194304	1000	1.10708077
4194304	1000	1.10728172
4194304	1000	1.10695970
4194304	1000	1.10683119
