256	1000	0.00312628
256	1000	0.00527556
256	1000	0.00530191
256	1000	0.00313649
256	1000	0.00532485
512	1000	0.00512054
512	1000	0.00396783
512	1000	0.00573931
512	1000	0.00606425
512	1000	0.00671088
1024	1000	0.00630539
1024	1000	0.00707235
1024	1000	0.00875428
1024	1000	0.00908780
1024	1000	0.00532130
2048	1000	0.02287052
2048	1000	0.01106174
2048	1000	0.01096688
2048	1000	0.01208862
2048	1000	0.00853764
4096	1000	0.01704822
4096	1000	0.02076914
4096	1000	0.01675148
4096	1000	0.01761108
4096	1000	0.02136633
8192	1000	0.03294048
8192	1000	0.03675628
8192	1000	0.03231115
8192	1000	0.03682394
8192	1000	0.03300071
16384	1000	0.06053997
16384	1000	0.05773008
16384	1000	0.05535754
16384	1000	0.05861351
16384	1000	0.05307454
32768	1000	0.10347819
32768	1000	0.09905547
32768	1000	0.10318756
32768	1000	0.10160015
32768	1000	0.10409029
65536	1000	0.19622620
65536	1000	0.19710529
65536	1000	0.19663449
65536	1000	0.19441772
65536	1000	0.19616829
131072	1000	0.38225142
131072	1000	0.38035472
131072	1000	0.38011862
131072	1000	0.38103676
131072	1000	0.39936822
262144	1000	0.78865608
262144	1000	0.79775725
262144	1000	0.79299211
262144	1000	0.79569058
262144	1000	0.79083068
524288	1000	1.90946892
524288	1000	1.90551172
524288	1000	1.89764645
524288	1000	1.91379561
524288	1000	1.90937966
1048576	1000	3.91981671
1048576	1000	3.91672572
1048576	1000	3.86673846
1048576	1000	3.89897861
1048576	1000	3.86531492
2097152	1000	7.68758713
2097152	1000	7.70298452
2097152	1000	7.69562362
2097152	1000	7.73640001
2097152	1000	7.69194254
4194304	1000	15.34655000
4194304	1000	15.31443378
4194304	1000	15.32641633
4194304	1000	15.38850447
4194304	1000	15.39090340
