256	1000	0.15473061
256	1000	0.15345897
256	1000	0.15555741
256	1000	0.16142874
256	1000	0.15056965
512	1000	0.15371740
512	1000	0.15047507
512	1000	0.15149249
512	1000	0.15069615
512	1000	0.14939047
1024	1000	0.15124165
1024	1000	0.15919013
1024	1000	0.15086759
1024	1000	0.15311763
1024	1000	0.15447984
2048	1000	0.15931703
2048	1000	0.15371335
2048	1000	0.15815849
2048	1000	0.15281615
2048	1000	0.15303466
4096	1000	0.15317512
4096	1000	0.15410283
4096	1000	0.15355058
4096	1000	0.15475957
4096	1000	0.15307534
8192	1000	0.15340480
8192	1000	0.15230820
8192	1000	0.15114040
8192	1000	0.15349778
8192	1000	0.15118476
16384	1000	0.16036416
16384	1000	0.15351678
16384	1000	0.15666688
16384	1000	0.15308544
16384	1000	0.15598389
32768	1000	0.16167896
32768	1000	0.15354306
32768	1000	0.15458298
32768	1000	0.15399397
32768	1000	0.16132391
65536	1000	0.22636221
65536	1000	0.22658298
65536	1000	0.22648686
65536	1000	0.22643904
65536	1000	0.22643113
131072	1000	0.40306681
131072	1000	0.40294634
131072	1000	0.40309972
131072	1000	0.40306405
131072	1000	0.40301586
262144	1000	0.75130015
262144	1000	0.75129868
262144	1000	0.75127203
262144	1000	0.75140670
262144	1000	0.75132841
524288	1000	1.44931831
524288	1000	1.44919573
524288	1000	1.44931626
524288	1000	1.44922283
524288	1000	1.44906914
1048576	1000	2.85139911
1048576	1000	2.85141476
1048576	1000	2.85137934
1048576	1000	2.85129363
1048576	1000	2.85123476
2097152	1000	5.64794355
2097152	1000	5.64786988
2097152	1000	5.64782886
2097152	1000	5.64783007
2097152	1000	5.64802299
4194304	1000	11.19813534
4194304	1000	11.19810941
4194304	1000	11.19804554
4194304	1000	11.19808947
4194304	1000	11.19823276
