256	1000	0.01180240
256	1000	0.01160799
256	1000	0.01187160
256	1000	0.01162319
256	1000	0.01171057
512	1000	0.01342817
512	1000	0.01369503
512	1000	0.01356632
512	1000	0.01352490
512	1000	0.01370612
1024	1000	0.01763026
1024	1000	0.01706650
1024	1000	0.01696244
1024	1000	0.01726073
1024	1000	0.01707364
2048	1000	0.02410862
2048	1000	0.02434019
2048	1000	0.02411424
2048	1000	0.02403602
2048	1000	0.02397704
4096	1000	0.03849494
4096	1000	0.03848139
4096	1000	0.03819669
4096	1000	0.03833178
4096	1000	0.03818520
8192	1000	0.06618539
8192	1000	0.06505766
8192	1000	0.06507496
8192	1000	0.06552008
8192	1000	0.06499895
16384	1000	0.11854014
16384	1000	0.11861607
16384	1000	0.11864192
16384	1000	0.11892627
16384	1000	0.11885634
32768	1000	0.22843627
32768	1000	0.22834254
32768	1000	0.23151458
32768	1000	0.22906171
32768	1000	0.22752083
65536	1000	0.44106484
65536	1000	0.44148384
65536	1000	0.43790275
65536	1000	0.44899868
65536	1000	0.44116208
131072	1000	0.88894633
131072	1000	0.85720587
131072	1000	0.85383761
131072	1000	0.85753860
131072	1000	0.85886428
262144	1000	1.73894753
262144	1000	1.73765560
262144	1000	1.74128624
262144	1000	1.74412990
262144	1000	1.76004678
524288	1000	3.60366871
524288	1000	3.59649092
524288	1000	3.59904652
524288	1000	3.57792197
524288	1000	3.60165223
1048576	1000	7.14990354
1048576	1000	7.03473949
1048576	1000	7.00610388
1048576	1000	7.19450157
1048576	1000	7.17567558
2097152	1000	13.90886028
2097152	1000	13.98013591
2097152	1000	13.95032803
2097152	1000	13.87871213
2097152	1000	14.32053195
4194304	1000	27.81414430
4194304	1000	27.79987679
4194304	1000	27.60420619
4194304	1000	28.48768711
4194304	1000	27.77188455
