256	1000	0.01122448
256	1000	0.01089277
256	1000	0.01090948
256	1000	0.01091316
256	1000	0.01098425
512	1000	0.01265236
512	1000	0.01262680
512	1000	0.01258217
512	1000	0.01254440
512	1000	0.01260416
1024	1000	0.01624671
1024	1000	0.01610741
1024	1000	0.01645625
1024	1000	0.01617575
1024	1000	0.01622796
2048	1000	0.02315803
2048	1000	0.02285273
2048	1000	0.02323256
2048	1000	0.02319089
2048	1000	0.02314133
4096	1000	0.03714551
4096	1000	0.03738599
4096	1000	0.03692375
4096	1000	0.03772030
4096	1000	0.03716137
8192	1000	0.06407649
8192	1000	0.06444045
8192	1000	0.06443807
8192	1000	0.06424875
8192	1000	0.06453842
16384	1000	0.11778321
16384	1000	0.11757030
16384	1000	0.11757209
16384	1000	0.11744022
16384	1000	0.11746021
32768	1000	0.22451689
32768	1000	0.22732216
32768	1000	0.22749142
32768	1000	0.23221964
32768	1000	0.22770892
65536	1000	0.43892646
65536	1000	0.44013882
65536	1000	0.43859219
65536	1000	0.43756968
65536	1000	0.43775823
131072	1000	0.85134903
131072	1000	0.85583759
131072	1000	0.85590659
131072	1000	0.85096953
131072	1000	0.86122373
262144	1000	1.75942088
262144	1000	1.73924087
262144	1000	1.74361005
262144	1000	1.74465846
262144	1000	1.75495773
524288	1000	3.62016719
524288	1000	3.57476445
524288	1000	3.59467882
524288	1000	3.51653197
524288	1000	3.57743840
1048576	1000	7.17109051
1048576	1000	7.08991401
1048576	1000	7.14915268
1048576	1000	7.04242245
1048576	1000	6.99272869
2097152	1000	13.74186551
2097152	1000	13.74558633
2097152	1000	13.96663020
2097152	1000	13.94478774
2097152	1000	13.97015483
4194304	1000	28.47747702
4194304	1000	27.58682386
4194304	1000	27.69136353
4194304	1000	28.28197766
4194304	1000	27.96935555
