256	1000	0.06496855
256	1000	0.06450103
256	1000	0.06507402
256	1000	0.06472932
256	1000	0.06409225
512	1000	0.06537080
512	1000	0.06554801
512	1000	0.06583607
512	1000	0.06644510
512	1000	0.06559767
1024	1000	0.06565476
1024	1000	0.06566142
1024	1000	0.06551604
1024	1000	0.06804060
1024	1000	0.06554037
2048	1000	0.06570299
2048	1000	0.06620280
2048	1000	0.06557760
2048	1000	0.06574070
2048	1000	0.06598336
4096	1000	0.06587624
4096	1000	0.06595008
4096	1000	0.06743561
4096	1000	0.06605601
4096	1000	0.06587250
8192	1000	0.07813663
8192	1000	0.07811629
8192	1000	0.07801985
8192	1000	0.07812966
8192	1000	0.07806301
16384	1000	0.09643491
16384	1000	0.09672443
16384	1000	0.09663495
16384	1000	0.09649237
16384	1000	0.09655123
32768	1000	0.13844511
32768	1000	0.13834178
32768	1000	0.13830114
32768	1000	0.13813881
32768	1000	0.13828670
65536	1000	0.24028197
65536	1000	0.24038221
65536	1000	0.24021220
65536	1000	0.24038209
65536	1000	0.24028555
131072	1000	0.43738291
131072	1000	0.43739824
131072	1000	0.43716343
131072	1000	0.43732197
131072	1000	0.43725311
262144	1000	0.81991691
262144	1000	0.82001232
262144	1000	0.82008162
262144	1000	0.81992563
262144	1000	0.81994459
524288	1000	1.58636163
524288	1000	1.58617298
524288	1000	1.58677780
524288	1000	1.58615401
524288	1000	1.58590361
1048576	1000	3.06884005
1048576	1000	3.06881313
1048576	1000	3.06886364
1048576	1000	3.06868556
1048576	1000	3.06900100
2097152	1000	6.07673176
2097152	1000	6.07696176
2097152	1000	6.07688059
2097152	1000	6.07694367
2097152	1000	6.07689047
4194304	1000	12.12943509
4194304	1000	12.12923239
4194304	1000	12.12884876
4194304	1000	12.12945407
4194304	1000	12.12863722
