256	1000	0.02459946
256	1000	0.02871217
256	1000	0.02858433
256	1000	0.02878686
256	1000	0.02865996
512	1000	0.03406369
512	1000	0.03240781
512	1000	0.02603930
512	1000	0.03404743
512	1000	0.03407275
1024	1000	0.04329837
1024	1000	0.04159623
1024	1000	0.03486289
1024	1000	0.04360324
1024	1000	0.03586130
2048	1000	0.06223706
2048	1000	0.06150340
2048	1000	0.06005694
2048	1000	0.05851755
2048	1000	0.06049752
4096	1000	0.08904364
4096	1000	0.08114227
4096	1000	0.07451767
4096	1000	0.07425190
4096	1000	0.06971028
8192	1000	0.12739157
8192	1000	0.12935379
8192	1000	0.12427016
8192	1000	0.13069094
8192	1000	0.12104380
16384	1000	0.25953730
16384	1000	0.25107563
16384	1000	0.25762169
16384	1000	0.25677026
16384	1000	0.25595496
32768	1000	0.51924076
32768	1000	0.51762362
32768	1000	0.52875952
32768	1000	0.50961336
32768	1000	0.51563024
65536	1000	1.36897139
65536	1000	1.40207674
65536	1000	1.40482684
65536	1000	1.37846630
65536	1000	1.37512124
131072	1000	4.91886522
131072	1000	5.06689558
131072	1000	4.98382747
131072	1000	5.08377471
131072	1000	4.92655029
262144	1000	12.56854300
262144	1000	12.58039075
262144	1000	12.46192414
262144	1000	12.53307562
262144	1000	12.47303967
524288	1000	25.86908896
524288	1000	26.05659519
524288	1000	26.01994800
524288	1000	25.99228943
524288	1000	25.89921158
1048576	1000	51.82391008
1048576	1000	51.71694942
1048576	1000	51.83772733
1048576	1000	52.00101153
1048576	1000	52.11785596
2097152	1000	103.59175585
2097152	1000	103.63979574
2097152	1000	103.76823532
2097152	1000	103.70338320
2097152	1000	103.51433295
4194304	1000	207.39475749
4194304	1000	207.08847879
4194304	1000	207.20460064
4194304	1000	207.16977137
4194304	1000	207.26104602
